date	weekday	league	home_away	half	overtime	goals
2015/4/18	周五005	德乙	桑德豪森(+1)VS卡斯鲁厄	0:0	0:0	0
2015/4/18	周五004	德乙	圣保利(-1)VS纽伦堡	0:0	1:0	1
2015/4/18	周五003	德乙	因戈施塔(-1)VS杜塞多夫	0:1	3:2	5
2015/4/14	周一010	德乙	杜塞多夫(+1)VS凯泽	0:1	1:1	2
2015/4/12	周日018	德乙	波鸿(-1)VS莱红牛	0:1	1:2	3
2015/4/12	周日017	德乙	奥厄(-1)VS桑德豪森	0:0	0:1	1
2015/4/12	周日016	德乙	柏林联合(-1)VS亚伦	0:0	1:1	2
2015/4/11	周六015	德乙	FSV法兰(-1)VS菲尔特	1:0	1:1	2
2015/4/11	周六014	德乙	不伦瑞克(-1)VS慕1860	1:0	2:0	2
2015/4/11	周五005	德乙	卡斯鲁厄(-1)VS圣保利	2:0	3:0	3
2015/4/11	周五004	德乙	纽伦堡(-1)VS达姆施塔	1:0	1:1	2
2015/4/11	周五003	德乙	海登海姆(+1)VS因戈施塔	0:1	0:1	1
2015/4/7	周一039	德乙	圣保利(-1)VS杜塞多夫	3:0	4:0	4
2015/4/5	周日022	德乙	亚伦(+1)VS卡斯鲁厄	0:1	2:2	4
2015/4/5	周日021	德乙	慕1860(-1)VS奥厄	0:1	0:1	1
2015/4/5	周日020	德乙	桑德豪森(-1)VS柏林联合	1:0	1:1	2
2015/4/5	周日019	德乙	达姆施塔(-1)VS波鸿	1:0	2:0	2
2015/4/5	周日018	德乙	莱红牛(-1)VS纽伦堡	0:1	2:1	3
2015/4/5	周日017	德乙	因戈施塔(-1)VSFSV法兰	1:0	2:0	2
2015/4/4	周六012	德乙	菲尔特(-1)VS不伦瑞克	1:1	1:2	3
2015/4/4	周六011	德乙	凯泽(-1)VS海登海姆	2:0	4:0	4
2015/3/24	周一002	德乙	纽伦堡(-1)VS波鸿	0:1	1:2	3
2015/3/22	周日018	德乙	奥厄(+1)VS菲尔特	0:0	0:0	0
2015/3/22	周日017	德乙	海登海姆(-1)VS莱红牛	0:0	1:0	1
2015/3/22	周日016	德乙	卡斯鲁厄(-1)VS凯泽	0:0	0:0	0
2015/3/21	周六017	德乙	杜塞多夫(-1)VS达姆施塔	1:0	2:0	2
2015/3/21	周六016	德乙	不伦瑞克(+1)VS因戈施塔	0:0	0:0	0
2015/3/21	周五006	德乙	慕1860(-1)VS亚伦	0:0	1:1	2
2015/3/21	周五005	德乙	FSV法兰(-1)VS桑德豪森	0:1	1:1	2
2015/3/21	周五004	德乙	柏林联合(-1)VS圣保利	0:0	1:0	1
2015/3/17	周一013	德乙	莱红牛(-1)VS杜塞多夫	2:0	3:1	4
2015/3/15	周日017	德乙	亚伦(-1)VS奥厄	1:0	3:0	3
2015/3/15	周日016	德乙	桑德豪森(+1)VS不伦瑞克	0:0	0:1	1
2015/3/15	周日015	德乙	因戈施塔(-1)VS卡斯鲁厄	1:1	1:3	4
2015/3/14	周六012	德乙	圣保利(-1)VSFSV法兰	0:0	1:1	2
2015/3/14	周六011	德乙	凯泽(-1)VS纽伦堡	2:0	2:1	3
2015/3/14	周五005	德乙	波鸿(-1)VS海登海姆	2:1	4:1	5
2015/3/14	周五004	德乙	达姆施塔(-1)VS柏林联合	2:0	5:0	5
2015/3/14	周五003	德乙	菲尔特(-1)VS慕1860	0:1	0:3	3
2015/3/10	周一007	德乙	卡斯鲁厄(-1)VS莱红牛	0:0	0:0	0
2015/3/8	周日020	德乙	慕1860(-1)VS桑德豪森	1:1	2:3	5
2015/3/8	周日019	德乙	FSV法兰(+1)VS达姆施塔	0:0	1:1	2
2015/3/8	周日018	德乙	柏林联合(+1)VS凯泽	0:0	0:0	0
2015/3/7	周六012	德乙	亚伦(+1)VS菲尔特	0:1	1:1	2
2015/3/7	周六011	德乙	不伦瑞克(-1)VS圣保利	0:1	0:2	2
2015/3/7	周五004	德乙	杜塞多夫(-1)VS波鸿	2:2	2:2	4
2015/3/7	周五003	德乙	奥厄(+1)VS因戈施塔	0:0	0:3	3
2015/3/7	周五002	德乙	纽伦堡(-1)VS海登海姆	0:1	0:1	1
2015/3/3	周一002	德乙	因戈施塔(-1)VS慕1860	1:0	1:1	2
2015/3/1	周日009	德乙	莱红牛(-1)VS柏林联合	3:2	3:2	5
2015/3/1	周日008	德乙	圣保利(-1)VS奥厄	0:0	0:0	0
2015/3/1	周日007	德乙	海登海姆(-1)VS杜塞多夫	1:1	1:2	3
2015/2/28	周六006	德乙	桑德豪森(-1)VS亚伦	0:0	2:0	2
2015/2/28	周六005	德乙	纽伦堡(+1)VS卡斯鲁厄	1:1	1:1	2
2015/2/28	周五004	德乙	波鸿(-1)VSFSV法兰	1:0	3:3	6
2015/2/28	周五003	德乙	达姆施塔(-1)VS不伦瑞克	0:0	1:0	1
2015/2/28	周五002	德乙	凯泽(-1)VS菲尔特	1:0	2:1	3
2015/2/17	周一002	德乙	圣保利(-1)VS菲尔特	0:1	0:1	1
2015/2/15	周日008	德乙	达姆施塔(-1)VS慕1860	0:1	1:1	2
2015/2/15	周日007	德乙	莱红牛(-1)VSFSV法兰	0:0	0:1	1
2015/2/15	周日006	德乙	纽伦堡(-1)VS柏林联合	1:1	3:1	4
2015/2/14	周六005	德乙	因戈施塔(-1)VS桑德豪森	0:2	1:3	4
2015/2/14	周六004	德乙	凯泽(-1)VS亚伦	1:0	1:0	1
2015/2/14	周五004	德乙	波鸿(+1)VS不伦瑞克	2:1	3:2	5
2015/2/14	周五003	德乙	杜塞多夫(-1)VS奥厄	1:3	2:3	5
2015/2/14	周五002	德乙	海登海姆(+1)VS卡斯鲁厄	0:1	0:1	1
2015/2/10	周一012	德乙	慕1860(-1)VS海登海姆	1:0	1:2	3
2015/2/8	周日008	德乙	卡斯鲁厄(-1)VS杜塞多夫	0:0	1:1	2
2015/2/8	周日007	德乙	FSV法兰(+1)VS纽伦堡	1:1	2:1	3
2015/2/8	周日006	德乙	不伦瑞克(+1)VS凯泽	0:1	0:2	2
2015/2/7	周六005	德乙	桑德豪森(-1)VS圣保利	0:0	0:0	0
2015/2/7	周六004	德乙	柏林联合(-1)VS波鸿	0:1	2:1	3
2015/2/7	周五004	德乙	亚伦(+1)VS达姆施塔	0:0	0:0	0
2015/2/7	周五003	德乙	菲尔特(+1)VS因戈施塔	0:1	0:1	1
2015/2/7	周五002	德乙	奥厄(+1)VS莱红牛	1:0	2:0	2
2014/12/23	周一003	德乙	莱红牛(-1)VS慕1860	1:0	1:1	2
2014/12/21	周日009	德乙	波鸿(-1)VS奥厄	0:1	1:1	2
2014/12/21	周日008	德乙	达姆施塔(+1)VS因戈施塔	1:2	2:2	4
2014/12/21	周日007	德乙	凯泽(-1)VS桑德豪森	0:0	1:0	1
2014/12/20	周六005	德乙	圣保利(-1)VS亚伦	1:0	3:1	4
2014/12/20	周六004	德乙	纽伦堡(-1)VS菲尔特	0:0	0:0	0
2014/12/20	周五004	德乙	卡斯鲁厄(-1)VSFSV法兰	2:0	4:1	5
2014/12/20	周五003	德乙	杜塞多夫(-1)VS柏林联合	0:0	1:0	1
2014/12/20	周五002	德乙	海登海姆(+1)VS不伦瑞克	0:0	0:1	1
2014/12/18	周三010	德乙	亚伦(+1)VS莱红牛	0:0	0:0	0
2014/12/18	周三009	德乙	慕1860(+1)VS凯泽	1:0	1:1	2
2014/12/18	周三008	德乙	桑德豪森(+1)VS达姆施塔	0:1	1:2	3
2014/12/18	周三007	德乙	因戈施塔(-1)VS圣保利	1:0	2:1	3
2014/12/18	周三006	德乙	奥厄(+1)VS纽伦堡	0:0	0:1	1
2014/12/17	周二004	德乙	菲尔特(-1)VS波鸿	0:0	0:0	0
2014/12/17	周二003	德乙	FSV法兰(-1)VS海登海姆	1:0	2:0	2
2014/12/17	周二002	德乙	不伦瑞克(-1)VS杜塞多夫	0:0	2:1	3
2014/12/17	周二001	德乙	柏林联合(+1)VS卡斯鲁厄	1:0	2:0	2
2014/12/14	周日006	德乙	亚伦(-1)VS纽伦堡	0:1	1:2	3
2014/12/14	周日005	德乙	圣保利(+1)VS达姆施塔	0:0	0:1	1
2014/12/14	周日004	德乙	因戈施塔(-1)VS凯泽	0:0	2:0	2
2014/12/13	周六007	德乙	慕1860(+1)VS卡斯鲁厄	1:0	2:3	5
2014/12/13	周六006	德乙	FSV法兰(+1)VS杜塞多夫	0:1	0:2	2
2014/12/13	周六005	德乙	不伦瑞克(-1)VS柏林联合	1:1	1:1	2
2014/12/13	周五005	德乙	桑德豪森(-1)VS波鸿	0:0	0:0	0
2014/12/13	周五004	德乙	菲尔特(-1)VS莱红牛	0:0	0:1	1
2014/12/13	周五003	德乙	奥厄(+1)VS海登海姆	1:0	1:1	2
2014/12/9	周一005	德乙	纽伦堡(-1)VS慕1860	2:1	2:1	3
2014/12/7	周日010	德乙	莱红牛(-1)VS因戈施塔	0:1	0:1	1
2014/12/7	周日009	德乙	卡斯鲁厄(-1)VS不伦瑞克	1:0	1:0	1
2014/12/7	周日008	德乙	柏林联合(-1)VSFSV法兰	0:0	2:1	3
2014/12/6	周六014	德乙	达姆施塔(-1)VS菲尔特	0:0	0:0	0
2014/12/6	周六013	德乙	凯泽(-1)VS奥厄	3:0	3:0	3
2014/12/6	周五004	德乙	波鸿(-1)VS圣保利	1:2	3:3	6
2014/12/6	周五003	德乙	杜塞多夫(-1)VS桑德豪森	1:1	1:3	4
2014/12/6	周五002	德乙	海登海姆(-1)VS亚伦	0:0	0:1	1
2014/12/2	周一010	德乙	不伦瑞克(-1)VS纽伦堡	1:0	1:0	1
2014/11/30	周日009	德乙	慕1860(-1)VSFSV法兰	0:1	0:2	2
2014/11/30	周日008	德乙	桑德豪森(+1)VS莱红牛	0:0	0:0	0
2014/11/30	周日007	德乙	圣保利(+1)VS凯泽	0:2	1:3	4
2014/11/29	周六015	德乙	亚伦(+1)VS杜塞多夫	1:0	2:0	2
2014/11/29	周六014	德乙	因戈施塔(-1)VS波鸿	1:0	3:0	3
2014/11/29	周五005	德乙	达姆施塔(-1)VS卡斯鲁厄	0:0	0:0	0
2014/11/29	周五004	德乙	菲尔特(-1)VS海登海姆	0:0	0:0	0
2014/11/29	周五003	德乙	奥厄(-1)VS柏林联合	0:0	1:2	3
2014/11/25	周一003	德乙	杜塞多夫(-1)VS菲尔特	1:1	3:3	6
2014/11/23	周日021	德乙	莱红牛(-1)VS圣保利	2:0	4:1	5
2014/11/23	周日020	德乙	卡斯鲁厄(-1)VS奥厄	0:0	1:0	1
2014/11/23	周日019	德乙	纽伦堡(+1)VS因戈施塔	2:0	2:1	3
2014/11/22	周六014	德乙	FSV法兰(+1)VS不伦瑞克	0:2	0:3	3
2014/11/22	周六013	德乙	柏林联合(-1)VS慕1860	0:2	1:4	5
2014/11/22	周五019	德乙	凯泽(-1)VS达姆施塔	0:0	0:0	0
2014/11/22	周五004	德乙	波鸿(-1)VS亚伦	1:0	4:0	4
2014/11/22	周五003	德乙	海登海姆(-1)VS桑德豪森	1:0	3:0	3
2014/11/11	周一001	德乙	慕1860(+1)VS杜塞多夫	0:1	0:1	1
2014/11/9	周日019	德乙	菲尔特(-1)VS卡斯鲁厄	0:0	0:3	3
2014/11/9	周日018	德乙	因戈施塔(-1)VS柏林联合	2:2	3:3	6
2014/11/9	周日017	德乙	奥厄(+1)VS不伦瑞克	1:1	1:2	3
2014/11/8	周六005	德乙	达姆施塔(-1)VS莱红牛	1:0	1:0	1
2014/11/8	周六004	德乙	圣保利(-1)VS海登海姆	0:2	0:3	3
2014/11/8	周五005	德乙	亚伦(-1)VSFSV法兰	0:0	0:1	1
2014/11/8	周五004	德乙	桑德豪森(+1)VS纽伦堡	1:1	2:1	3
2014/11/8	周五003	德乙	凯泽(-1)VS波鸿	0:1	2:2	4
2014/11/4	周一006	德乙	莱红牛(-1)VS凯泽	0:0	0:0	0
2014/11/2	周日014	德乙	不伦瑞克(-1)VS亚伦	1:0	2:1	3
2014/11/2	周日013	德乙	波鸿(-1)VS慕1860	0:0	0:3	3
2014/11/2	周日012	德乙	FSV法兰(-1)VS奥厄	1:0	1:1	2
2014/11/1	周六014	德乙	纽伦堡(-1)VS圣保利	1:1	2:2	4
2014/11/1	周六013	德乙	海登海姆(-1)VS达姆施塔	1:1	1:1	2
2014/11/1	周五004	德乙	卡斯鲁厄(-1)VS桑德豪森	0:0	1:1	2
2014/11/1	周五003	德乙	杜塞多夫(-1)VS因戈施塔	0:0	0:0	0
2014/11/1	周五002	德乙	柏林联合(-1)VS菲尔特	0:1	0:1	1
2014/10/28	周一004	德乙	达姆施塔(-1)VS纽伦堡	1:0	3:0	3
2014/10/26	周日027	德乙	慕1860(-1)VS不伦瑞克	1:1	1:2	3
2014/10/26	周日026	德乙	桑德豪森(-1)VS奥厄	0:0	1:1	2
2014/10/26	周日025	德乙	因戈施塔(-1)VS海登海姆	1:0	1:0	1
2014/10/25	周六004	德乙	圣保利(+1)VS卡斯鲁厄	0:2	0:4	4
2014/10/25	周六003	德乙	凯泽(-1)VS杜塞多夫	0:0	1:1	2
2014/10/25	周五004	德乙	亚伦(-1)VS柏林联合	1:0	1:2	3
2014/10/25	周五003	德乙	菲尔特(-1)VSFSV法兰	2:3	2:5	7
2014/10/25	周五002	德乙	莱红牛(-1)VS波鸿	2:0	2:0	2
2014/10/19	周日019	德乙	卡斯鲁厄(-1)VS亚伦	0:0	0:0	0
2014/10/19	周日018	德乙	FSV法兰(+1)VS因戈施塔	0:1	0:1	1
2014/10/19	周日017	德乙	奥厄(-1)VS慕1860	3:0	4:1	5
2014/10/18	周六013	德乙	不伦瑞克(-1)VS菲尔特	0:0	2:2	4
2014/10/18	周六012	德乙	柏林联合(-1)VS桑德豪森	0:1	3:1	4
2014/10/18	周五017	德乙	纽伦堡(-1)VS莱红牛	0:0	1:0	1
2014/10/18	周五003	德乙	波鸿(-1)VS达姆施塔	0:1	1:1	2
2014/10/18	周五002	德乙	海登海姆(+1)VS凯泽	0:0	1:1	2
2014/10/7	周一001	德乙	莱红牛(-1)VS海登海姆	1:1	1:1	2
2014/10/5	周日016	德乙	桑德豪森(-1)VSFSV法兰	0:0	0:3	3
2014/10/5	周日015	德乙	达姆施塔(-1)VS杜塞多夫	0:2	1:4	5
2014/10/5	周日014	德乙	因戈施塔(-1)VS不伦瑞克	0:0	1:0	1
2014/10/4	周六013	德乙	圣保利(-1)VS柏林联合	1:0	3:0	3
2014/10/4	周六012	德乙	凯泽(-1)VS卡斯鲁厄	2:0	2:0	2
2014/10/4	周五003	德乙	亚伦(-1)VS慕1860	0:0	2:0	2
2014/10/4	周五002	德乙	波鸿(-1)VS纽伦堡	1:0	1:1	2
2014/10/4	周五001	德乙	菲尔特(-1)VS奥厄	2:0	2:0	2
2014/9/30	周一010	德乙	纽伦堡(+1)VS凯泽	2:0	3:2	5
2014/9/28	周日021	德乙	FSV法兰(-1)VS圣保利	1:2	3:3	6
2014/9/28	周日020	德乙	杜塞多夫(-1)VS莱红牛	0:1	2:2	4
2014/9/28	周日019	德乙	海登海姆(-1)VS波鸿	4:0	5:0	5
2014/9/27	周六011	德乙	卡斯鲁厄(-1)VS因戈施塔	0:1	0:1	1
2014/9/27	周六010	德乙	柏林联合(-1)VS达姆施塔	0:0	1:1	2
2014/9/27	周五010	德乙	慕1860(+1)VS菲尔特	1:0	2:0	2
2014/9/27	周五009	德乙	奥厄(-1)VS亚伦	0:0	1:0	1
2014/9/27	周五008	德乙	不伦瑞克(-1)VS桑德豪森	1:0	2:1	3
2014/9/26	周四010	德乙	波鸿(-1)VS杜塞多夫	1:0	1:1	2
2014/9/24	周三010	德乙	达姆施塔(-1)VSFSV法兰	3:0	4:0	4
2014/9/24	周三009	德乙	莱红牛(-1)VS卡斯鲁厄	1:1	3:1	4
2014/9/24	周三008	德乙	凯泽(-1)VS柏林联合	1:0	1:0	1
2014/9/24	周三007	德乙	海登海姆(-1)VS纽伦堡	2:0	3:0	3
2014/9/23	周二025	德乙	桑德豪森(-1)VS慕1860	0:0	1:0	1
2014/9/23	周二024	德乙	菲尔特(-1)VS亚伦	0:1	1:1	2
2014/9/23	周二023	德乙	圣保利(+1)VS不伦瑞克	1:0	1:0	1
2014/9/23	周二022	德乙	因戈施塔(-1)VS奥厄	1:1	1:1	2
2014/9/21	周日012	德乙	卡斯鲁厄(-1)VS纽伦堡	3:0	3:0	3
2014/9/21	周日011	德乙	杜塞多夫(-1)VS海登海姆	2:1	3:2	5
2014/9/21	周日010	德乙	柏林联合(+1)VS莱红牛	0:0	2:1	3
2014/9/20	周六023	德乙	慕1860(+1)VS因戈施塔	1:1	1:1	2
2014/9/20	周六022	德乙	菲尔特(-1)VS凯泽	0:1	2:1	3
2014/9/20	周六021	德乙	FSV法兰(+1)VS波鸿	1:1	1:5	6
2014/9/20	周五004	德乙	亚伦(-1)VS桑德豪森	0:0	0:1	1
2014/9/20	周五003	德乙	奥厄(-1)VS圣保利	1:0	3:0	3
2014/9/20	周五002	德乙	不伦瑞克(-1)VS达姆施塔	1:0	2:0	2
2014/9/16	周一015	德乙	纽伦堡(-1)VS杜塞多夫	0:1	0:2	2
2014/9/14	周日025	德乙	桑德豪森(+1)VS菲尔特	0:0	1:0	1
2014/9/14	周日024	德乙	圣保利(-1)VS慕1860	1:2	1:2	3
2014/9/14	周日023	德乙	海登海姆(-1)VS柏林联合	0:0	3:1	4
2014/9/13	周六011	德乙	达姆施塔(-1)VS奥厄	1:0	2:0	2
2014/9/13	周六010	德乙	莱红牛(-1)VS不伦瑞克	2:0	3:1	4
2014/9/13	周五003	德乙	波鸿(-1)VS卡斯鲁厄	0:1	1:1	2
2014/9/13	周五002	德乙	因戈施塔(-1)VS亚伦	1:0	4:1	5
2014/9/13	周五001	德乙	凯泽(-1)VSFSV法兰	1:0	1:0	1
2014/9/2	周一001	德乙	菲尔特(-1)VS圣保利	2:0	3:0	3
2014/8/31	周日015	德乙	慕1860(-1)VS达姆施塔	0:1	1:1	2
2014/8/31	周日014	德乙	桑德豪森(+1)VS因戈施塔	0:1	0:3	3
2014/8/31	周日013	德乙	不伦瑞克(-1)VS波鸿	1:1	1:2	3
2014/8/30	周六011	德乙	卡斯鲁厄(-1)VS海登海姆	0:1	1:1	2
2014/8/30	周六010	德乙	奥厄(+1)VS杜塞多夫	0:2	0:3	3
2014/8/30	周五003	德乙	亚伦(+1)VS凯泽	0:1	2:2	4
2014/8/30	周五002	德乙	FSV法兰(+1)VS莱红牛	0:0	0:0	0
2014/8/30	周五001	德乙	柏林联合(-1)VS纽伦堡	0:2	0:4	4
2014/8/26	周一015	德乙	波鸿(-1)VS柏林联合	0:0	1:1	2
2014/8/24	周日014	德乙	达姆施塔(-1)VS亚伦	0:0	2:0	2
2014/8/24	周日013	德乙	因戈施塔(+1)VS菲尔特	0:0	2:0	2
2014/8/24	周日012	德乙	凯泽(-1)VS不伦瑞克	1:1	2:1	3
2014/8/23	周六011	德乙	杜塞多夫(-1)VS卡斯鲁厄	0:1	0:2	2
2014/8/23	周六010	德乙	纽伦堡(-1)VSFSV法兰	0:1	0:1	1
2014/8/23	周五003	德乙	莱红牛(-1)VS奥厄	1:0	1:0	1
2014/8/23	周五002	德乙	圣保利(-1)VS桑德豪森	1:1	2:1	3
2014/8/23	周五001	德乙	海登海姆(-1)VS慕1860	0:1	2:2	4
2014/8/12	周一003	德乙	菲尔特(-1)VS纽伦堡	2:1	5:1	6
2014/8/10	周日021	德乙	慕1860(-1)VS莱红牛	0:1	0:3	3
2014/8/10	周日020	德乙	桑德豪森(+1)VS凯泽	0:0	1:1	2
2014/8/10	周日013	德乙	因戈施塔(-1)VS达姆施塔	1:1	2:2	4
2014/8/9	周六013	德乙	奥厄(-1)VS波鸿	1:3	1:5	6
2014/8/9	周六012	德乙	不伦瑞克(-1)VS海登海姆	1:0	3:0	3
2014/8/9	周五019	德乙	柏林联合(-1)VS杜塞多夫	0:1	1:1	2
2014/8/9	周五002	德乙	亚伦(-1)VS圣保利	1:0	2:0	2
2014/8/9	周五001	德乙	FSV法兰(+1)VS卡斯鲁厄	2:3	2:3	5
2014/8/5	周一004	德乙	凯泽(-1)VS慕1860	0:2	3:2	5
2014/8/3	周日018	德乙	达姆施塔(-1)VS桑德豪森	1:0	1:0	1
2014/8/3	周日017	德乙	卡斯鲁厄(-1)VS柏林联合	0:0	0:0	0
2014/8/3	周日016	德乙	纽伦堡(-1)VS奥厄	0:0	1:0	1
2014/8/3	周日012	德乙	海登海姆(-1)VSFSV法兰	1:1	2:1	3
2014/8/2	周六014	德乙	波鸿(+1)VS菲尔特	1:1	1:1	2
2014/8/2	周六013	德乙	圣保利(-1)VS因戈施塔	0:1	1:1	2
2014/8/2	周六010	德乙	莱红牛(-1)VS亚伦	0:0	0:0	0
2014/8/2	周五010	德乙	杜塞多夫(-1)VS不伦瑞克	1:0	2:2	4
2014/5/20	周一005	德乙	比勒费(-1)VS达姆施塔	0:1	1:3	4
2014/5/17	周五009	德乙	达姆施塔(-1)VS比勒费	0:2	1:3	4
2014/5/11	周日034	德乙	波鸿(-1)VS卡斯鲁厄	0:0	1:0	1
2014/5/11	周日033	德乙	菲尔特(-1)VS桑德豪森	0:0	2:0	2
2014/5/11	周日032	德乙	帕德博恩(-1)VS亚伦	2:1	2:1	3
2014/5/11	周日031	德乙	FSV法兰(+1)VS科隆	0:0	2:0	2
2014/5/11	周日030	德乙	杜塞多夫(+1)VS凯泽	2:2	4:2	6
2014/5/11	周日029	德乙	圣保利(-1)VS奥厄	2:1	2:2	4
2014/5/11	周日028	德乙	因戈施塔(-1)VS科特布斯	1:0	2:0	2
2014/5/11	周日027	德乙	德累斯顿(-1)VS比勒费	0:1	2:3	5
2014/5/11	周日026	德乙	柏林联合(-1)VS慕1860	0:1	1:1	2
2014/5/4	周日020	德乙	亚伦(+1)VS柏林联合	1:0	3:0	3
2014/5/4	周日019	德乙	慕1860(-1)VS波鸿	1:0	2:0	2
2014/5/4	周日018	德乙	桑德豪森(-1)VS因戈施塔	0:2	0:2	2
2014/5/4	周日017	德乙	卡斯鲁厄(-1)VS杜塞多夫	1:2	2:2	4
2014/5/4	周日016	德乙	奥厄(+1)VS帕德博恩	0:1	0:2	2
2014/5/4	周日015	德乙	科特布斯(+1)VS菲尔特	0:2	0:6	6
2014/5/4	周日014	德乙	比勒费(-1)VSFSV法兰	0:0	0:0	0
2014/5/4	周日013	德乙	科隆(-1)VS圣保利	3:0	4:0	4
2014/5/4	周日012	德乙	凯泽(-1)VS德累斯顿	1:0	4:0	4
2014/4/29	周一006	德乙	柏林联合(+1)VS凯泽	1:1	1:1	2
2014/4/27	周日007	德乙	帕德博恩(-1)VS桑德豪森	0:0	2:0	2
2014/4/27	周日006	德乙	圣保利(-1)VS亚伦	0:1	0:3	3
2014/4/27	周日005	德乙	德累斯顿(-1)VS卡斯鲁厄	1:1	2:2	4
2014/4/26	周六023	德乙	FSV法兰(-1)VS科特布斯	2:0	3:1	4
2014/4/26	周六022	德乙	杜塞多夫(-1)VS奥厄	2:0	4:0	4
2014/4/26	周五003	德乙	波鸿(-1)VS比勒费	0:3	1:4	5
2014/4/26	周五002	德乙	菲尔特(-1)VS慕1860	1:1	1:2	3
2014/4/26	周五001	德乙	因戈施塔(+1)VS科隆	1:0	1:1	2
2014/4/22	周一047	德乙	科隆(-1)VS波鸿	0:1	3:1	4
2014/4/20	周日017	德乙	亚伦(+1)VS因戈施塔	0:0	0:0	0
2014/4/20	周日016	德乙	帕德博恩(-1)VS菲尔特	1:0	2:2	4
2014/4/20	周日015	德乙	凯泽(-1)VSFSV法兰	3:2	3:2	5
2014/4/19	周六011	德乙	慕1860(-1)VS比勒费	1:1	2:1	3
2014/4/19	周六010	德乙	卡斯鲁厄(-1)VS柏林联合	0:0	3:2	5
2014/4/18	周四003	德乙	桑德豪森(-1)VS杜塞多夫	0:2	0:3	3
2014/4/18	周四002	德乙	奥厄(+1)VS德累斯顿	2:0	2:0	2
2014/4/18	周四001	德乙	科特布斯(-1)VS圣保利	0:0	1:1	2
2014/4/15	周一004	德乙	德累斯顿(-1)VS慕1860	4:1	4:2	6
2014/4/13	周日017	德乙	波鸿(-1)VS科特布斯	0:1	2:1	3
2014/4/13	周日016	德乙	FSV法兰(-1)VS桑德豪森	0:2	0:3	3
2014/4/13	周日015	德乙	杜塞多夫(-1)VS亚伦	1:0	3:1	4
2014/4/12	周六013	德乙	菲尔特(-1)VS奥厄	1:1	2:1	3
2014/4/12	周六012	德乙	比勒费(+1)VS卡斯鲁厄	0:0	0:0	0
2014/4/12	周五005	德乙	圣保利(+1)VS凯泽	1:1	2:3	5
2014/4/12	周五004	德乙	因戈施塔(-1)VS帕德博恩	1:1	1:2	3
2014/4/12	周五003	德乙	柏林联合(+1)VS科隆	1:1	1:2	3
2014/4/8	周一006	德乙	因戈施塔(+1)VS菲尔特	0:0	0:0	0
2014/4/6	周日016	德乙	慕1860(-1)VS卡斯鲁厄	0:2	0:3	3
2014/4/6	周日015	德乙	奥厄(+1)VS柏林联合	2:2	3:2	5
2014/4/6	周日014	德乙	凯泽(-1)VS波鸿	1:1	1:1	2
2014/4/5	周六016	德乙	桑德豪森(-1)VS圣保利	0:0	2:3	5
2014/4/5	周六015	德乙	科隆(-1)VS比勒费	1:0	2:0	2
2014/4/5	周五004	德乙	亚伦(-1)VSFSV法兰	1:0	2:1	3
2014/4/5	周五003	德乙	帕德博恩(-1)VS杜塞多夫	0:1	1:2	3
2014/4/5	周五002	德乙	科特布斯(-1)VS德累斯顿	0:0	0:0	0
2014/4/1	周一007	德乙	柏林联合(-1)VS科特布斯	1:0	2:0	2
2014/3/30	周日020	德乙	慕1860(+1)VS科隆	0:0	0:1	1
2014/3/30	周日019	德乙	FSV法兰(-1)VS帕德博恩	0:1	1:3	4
2014/3/30	周日018	德乙	比勒费(-1)VS亚伦	0:0	0:0	0
2014/3/29	周六012	德乙	波鸿(-1)VS奥厄	0:0	1:0	1
2014/3/29	周六011	德乙	卡斯鲁厄(+1)VS凯泽	1:0	2:2	4
2014/3/29	周五005	德乙	杜塞多夫(-1)VS因戈施塔	0:0	0:0	0
2014/3/29	周五004	德乙	圣保利(+1)VS菲尔特	0:0	2:2	4
2014/3/29	周五003	德乙	德累斯顿(-1)VS桑德豪森	0:0	0:0	0
2014/3/27	周三004	德乙	奥厄(-1)VSFSV法兰	0:1	2:1	3
2014/3/27	周三003	德乙	科特布斯(-1)VS慕1860	1:0	1:2	3
2014/3/27	周三002	德乙	科隆(-1)VS卡斯鲁厄	1:0	2:0	2
2014/3/27	周三001	德乙	凯泽(-1)VS比勒费	1:1	1:1	2
2014/3/26	周二005	德乙	亚伦(-1)VS德累斯顿	0:0	1:1	2
2014/3/26	周二004	德乙	桑德豪森(+1)VS柏林联合	1:1	2:1	3
2014/3/26	周二003	德乙	菲尔特(-1)VS杜塞多夫	1:0	4:1	5
2014/3/26	周二002	德乙	帕德博恩(-1)VS圣保利	1:0	3:0	3
2014/3/26	周二001	德乙	因戈施塔(-1)VS波鸿	1:0	3:0	3
2014/3/23	周日016	德乙	慕1860(+1)VS凯泽	0:0	0:1	1
2014/3/23	周日015	德乙	卡斯鲁厄(-1)VS奥厄	1:0	1:1	2
2014/3/23	周日014	德乙	比勒费(-1)VS科特布斯	0:1	1:3	4
2014/3/22	周六016	德乙	FSV法兰(-1)VS杜塞多夫	0:0	0:0	0
2014/3/22	周六015	德乙	圣保利(-1)VS因戈施塔	0:0	0:0	0
2014/3/22	周六014	德乙	科隆(-1)VS亚伦	0:0	0:0	0
2014/3/22	周五004	德乙	波鸿(-1)VS桑德豪森	0:1	0:1	1
2014/3/22	周五003	德乙	德累斯顿(+1)VS菲尔特	0:0	1:1	2
