date	weekday	league	home_away	half	overtime	goals
2011/11/27	周日018	德乙	科特布斯VS因戈施塔	0:0	0:0	0
2011/11/27	周日017	德乙	圣保利VS德累斯顿	0:0	3:1	4
2011/11/26	周六014	德乙	慕1860VS法兰克福	1:0	2:1	3
2011/11/26	周六013	德乙	卡斯鲁厄VS亚琛	0:1	0:2	2
2011/11/26	周五004	德乙	罗斯托克VS柏林联合	0:0	2:5	7
2011/11/26	周五003	德乙	FSV法兰VS帕德博恩	0:1	2:2	4
2011/11/26	周五002	德乙	奥厄VS杜伊斯堡	1:1	1:2	3
2011/11/22	周一002	德乙	波鸿VS科特布斯	0:0	0:1	1
2011/11/20	周日017	德乙	菲尔特(-1)VSFSV法兰	1:0	4:0	4
2011/11/20	周日016	德乙	法兰克福(-1)VS亚琛	2:0	4:3	7
2011/11/20	周日015	德乙	德累斯顿VS奥厄	1:0	1:2	3
2011/11/19	周六015	德乙	罗斯托克VS圣保利	0:1	1:3	4
2011/11/19	周六014	德乙	柏林联合VS杜塞多夫	0:0	0:0	0
2011/11/19	周五004	德乙	帕德博恩VS卡斯鲁厄	1:1	2:1	3
2011/11/19	周五003	德乙	杜伊斯堡VS不伦瑞克	2:0	3:0	3
2011/11/19	周五002	德乙	因戈施塔VS慕1860	0:1	0:1	1
2011/11/8	周一002	德乙	奥厄VS法兰克福	1:1	1:2	3
2011/11/6	周日019	德乙	FSV法兰VS罗斯托克	0:0	0:0	0
2011/11/6	周日018	德乙	科特布斯VS帕德博恩	0:0	0:2	2
2011/11/6	周日017	德乙	亚琛VS杜伊斯堡	1:1	2:2	4
2011/11/5	周六005	德乙	慕1860VS波鸿	0:2	1:3	4
2011/11/5	周六004	德乙	圣保利VS菲尔特	0:1	2:2	4
2011/11/5	周五005	德乙	卡斯鲁厄VS因戈施塔	1:1	3:2	5
2011/11/5	周五004	德乙	杜塞多夫(-1)VS德累斯顿	1:1	2:1	3
2011/11/5	周五003	德乙	不伦瑞克VS柏林联合	0:1	1:2	3
2011/11/1	周一003	德乙	菲尔特VS不伦瑞克	0:1	1:3	4
2011/10/30	周日016	德乙	杜伊斯堡VS慕1860	0:1	0:3	3
2011/10/30	周日015	德乙	FSV法兰VS杜塞多夫	2:1	2:5	7
2011/10/30	周日014	德乙	因戈施塔VS法兰克福	0:0	1:1	2
2011/10/29	周六008	德乙	帕德博恩VS奥厄	0:0	1:0	1
2011/10/29	周六007	德乙	德累斯顿VS卡斯鲁厄	3:1	5:1	6
2011/10/29	周五004	德乙	波鸿VS亚琛	1:0	1:0	1
2011/10/29	周五003	德乙	罗斯托克VS科特布斯	0:1	1:1	2
2011/10/29	周五002	德乙	柏林联合VS圣保利	0:0	0:2	2
2011/10/23	周日019	德乙	亚琛VS因戈施塔	2:0	3:1	4
2011/10/23	周日018	德乙	圣保利VSFSV法兰	2:0	2:1	3
2011/10/23	周日017	德乙	奥厄VS柏林联合	1:1	1:1	2
2011/10/23	周日016	德乙	法兰克福VS杜伊斯堡	1:0	3:0	3
2011/10/22	周六014	德乙	科特布斯VS菲尔特	0:1	0:2	2
2011/10/22	周六013	德乙	不伦瑞克VS德累斯顿	0:1	0:2	2
2011/10/22	周五004	德乙	慕1860VS帕德博恩	1:0	1:1	2
2011/10/22	周五003	德乙	卡斯鲁厄VS波鸿	0:0	0:0	0
2011/10/22	周五002	德乙	杜塞多夫VS罗斯托克	1:0	2:0	2
2011/10/18	周一007	德乙	圣保利VS杜塞多夫	1:1	1:3	4
2011/10/16	周日020	德乙	菲尔特VS奥厄	1:0	2:0	2
2011/10/16	周日019	德乙	FSV法兰VS科特布斯	0:0	0:1	1
2011/10/16	周日018	德乙	德累斯顿VS亚琛	0:1	1:1	2
2011/10/15	周六015	德乙	杜伊斯堡VS因戈施塔	0:1	3:1	4
2011/10/15	周六014	德乙	柏林联合VS卡斯鲁厄	1:0	2:0	2
2011/10/15	周五004	德乙	波鸿VS法兰克福	0:2	0:2	2
2011/10/15	周五003	德乙	帕德博恩VS不伦瑞克	1:0	1:0	1
2011/10/15	周五002	德乙	罗斯托克VS慕1860	1:0	2:0	2
2011/10/4	周一002	德乙	不伦瑞克VS杜塞多夫	1:0	1:1	2
2011/10/2	周日015	德乙	慕1860(-1)VS德累斯顿	0:2	2:4	6
2011/10/2	周日014	德乙	卡斯鲁厄VS菲尔特	0:1	2:2	4
2011/10/2	周日013	德乙	杜伊斯堡VS帕德博恩	0:0	0:1	1
2011/10/1	周六012	德乙	因戈施塔VS波鸿	3:1	3:5	8
2011/10/1	周六011	德乙	科特布斯VS圣保利	0:2	1:4	5
2011/10/1	周五003	德乙	亚琛VSFSV法兰	1:0	1:3	4
2011/10/1	周五002	德乙	奥厄VS罗斯托克	0:0	1:0	1
2011/10/1	周五001	德乙	法兰克福VS柏林联合	2:0	3:1	4
2011/9/27	周一006	德乙	德累斯顿VS法兰克福	1:2	1:4	5
2011/9/25	周日015	德乙	波鸿VS杜伊斯堡	1:0	2:1	3
2011/9/25	周日014	德乙	菲尔特VS慕1860	1:0	2:0	2
2011/9/25	周日013	德乙	罗斯托克VS卡斯鲁厄	1:0	1:1	2
2011/9/24	周六010	德乙	杜塞多夫VS科特布斯	3:0	4:2	6
2011/9/24	周六009	德乙	柏林联合VS亚琛	1:0	2:0	2
2011/9/24	周五006	德乙	帕德博恩VS因戈施塔	2:0	4:1	5
2011/9/24	周五005	德乙	FSV法兰VS不伦瑞克	0:0	1:1	2
2011/9/24	周五004	德乙	圣保利VS奥厄	1:0	2:3	5
2011/9/20	周一004	德乙	卡斯鲁厄VS圣保利	0:1	0:2	2
2011/9/18	周日014	德乙	波鸿VS帕德博恩	0:1	0:4	4
2011/9/18	周日013	德乙	亚琛VS菲尔特	0:0	0:0	0
2011/9/18	周日012	德乙	慕1860VSFSV法兰	1:0	4:0	4
2011/9/17	周六012	德乙	杜伊斯堡VS柏林联合	0:1	1:1	2
2011/9/17	周六011	德乙	不伦瑞克VS科特布斯	2:0	3:1	4
2011/9/17	周五003	德乙	因戈施塔VS德累斯顿	2:2	4:2	6
2011/9/17	周五002	德乙	奥厄VS杜塞多夫	0:2	2:4	6
2011/9/17	周五001	德乙	法兰克福(-1)VS罗斯托克	1:0	4:1	5
2011/9/13	周一006	德乙	德累斯顿VS波鸿	1:0	2:1	3
2011/9/11	周日016	德乙	FSV法兰VS奥厄	0:0	1:1	2
2011/9/11	周日015	德乙	圣保利VS慕1860	0:1	4:2	6
2011/9/11	周日014	德乙	柏林联合VS因戈施塔	2:1	4:1	5
2011/9/10	周六012	德乙	杜塞多夫VS卡斯鲁厄	2:1	4:2	6
2011/9/10	周六011	德乙	科特布斯VS法兰克福	1:0	3:3	6
2011/9/10	周五003	德乙	菲尔特VS杜伊斯堡	0:0	2:1	3
2011/9/10	周五002	德乙	帕德博恩VS亚琛	0:0	0:0	0
2011/9/10	周五001	德乙	罗斯托克VS不伦瑞克	0:0	0:0	0
2011/8/30	周一004	德乙	奥厄VS科特布斯	0:0	0:0	0
2011/8/28	周日014	德乙	慕1860VS柏林联合	1:1	3:1	4
2011/8/28	周日013	德乙	法兰克福VS帕德博恩	0:0	0:0	0
2011/8/28	周日012	德乙	不伦瑞克VS圣保利	0:0	1:0	1
2011/8/27	周六011	德乙	亚琛VS杜塞多夫	0:0	0:0	0
2011/8/27	周六010	德乙	卡斯鲁厄VSFSV法兰	0:2	0:4	4
2011/8/27	周五004	德乙	因戈施塔VS罗斯托克	1:0	3:1	4
2011/8/27	周五003	德乙	波鸿VS菲尔特	1:1	1:4	5
2011/8/27	周五002	德乙	杜伊斯堡VS德累斯顿	1:0	3:0	3
2011/8/23	周一005	德乙	圣保利VS杜伊斯堡	1:1	2:1	3
2011/8/21	周日015	德乙	FSV法兰VS法兰克福	0:3	0:4	4
2011/8/21	周日014	德乙	科特布斯VS卡斯鲁厄	2:0	2:0	2
2011/8/21	周日013	德乙	德累斯顿VS帕德博恩	0:1	1:2	3
2011/8/20	周六012	德乙	不伦瑞克VS奥厄	1:1	1:1	2
2011/8/20	周六011	德乙	柏林联合VS波鸿	1:1	2:1	3
2011/8/20	周五003	德乙	菲尔特VS因戈施塔	1:0	3:0	3
2011/8/20	周五002	德乙	罗斯托克VS亚琛	0:0	0:0	0
2011/8/20	周五001	德乙	杜塞多夫VS慕1860	1:0	3:1	4
2011/8/16	周一006	德乙	法兰克福VS杜塞多夫	1:0	1:1	2
2011/8/14	周日014	德乙	慕1860VS奥厄	2:0	4:0	4
2011/8/14	周日013	德乙	因戈施塔VSFSV法兰	0:1	1:1	2
2011/8/14	周日012	德乙	杜伊斯堡VS罗斯托克	0:0	0:0	0
2011/8/13	周六012	德乙	亚琛VS科特布斯	0:0	0:2	2
2011/8/13	周六011	德乙	帕德博恩VS菲尔特	0:0	0:1	1
2011/8/13	周五020	德乙	波鸿VS圣保利	1:1	1:2	3
2011/8/13	周五002	德乙	卡斯鲁厄VS不伦瑞克	1:2	1:3	4
2011/8/13	周五001	德乙	德累斯顿VS柏林联合	1:0	4:0	4
2011/8/9	周一003	德乙	罗斯托克VS波鸿	0:0	0:0	0
2011/8/7	周日011	德乙	FSV法兰VS杜伊斯堡	0:0	0:0	0
2011/8/7	周日010	德乙	奥厄VS卡斯鲁厄	0:1	0:2	2
2011/8/7	周日009	德乙	不伦瑞克VS法兰克福	0:1	0:3	3
2011/8/6	周六014	德乙	菲尔特VS德累斯顿	0:0	1:0	1
2011/8/6	周六013	德乙	科特布斯VS慕1860	0:4	0:5	5
2011/8/6	周五004	德乙	杜塞多夫VS因戈施塔	1:0	4:1	5
2011/8/6	周五003	德乙	圣保利VS亚琛	2:1	3:1	4
2011/8/6	周五002	德乙	柏林联合VS帕德博恩	1:0	3:0	3
2011/7/26	周一004	德乙	法兰克福VS圣保利	0:1	1:1	2
2011/7/24	周日011	德乙	亚琛VS不伦瑞克	0:1	0:2	2
2011/7/24	周日010	德乙	帕德博恩VS杜塞多夫	0:1	1:1	2
2011/7/24	周日009	德乙	德累斯顿VS罗斯托克	0:0	1:1	2
2011/7/23	周六016	德乙	慕1860VS卡斯鲁厄	1:1	2:1	3
2011/7/23	周六015	德乙	柏林联合VS菲尔特	0:2	0:4	4
2011/7/23	周五013	德乙	杜伊斯堡VS科特布斯	1:2	1:2	3
2011/7/23	周五002	德乙	波鸿(-1)VSFSV法兰	0:0	1:0	1
2011/7/23	周五001	德乙	因戈施塔VS奥厄	0:0	0:0	0
2011/7/19	周一007	德乙	杜塞多夫VS波鸿	0:0	2:0	2
2011/7/17	周日012	德乙	卡斯鲁厄VS杜伊斯堡	3:2	3:2	5
2011/7/17	周日011	德乙	罗斯托克VS帕德博恩	1:1	1:2	3
2011/7/17	周日010	德乙	不伦瑞克VS慕1860	3:1	3:1	4
2011/7/16	周六009	德乙	圣保利VS因戈施塔	0:0	2:0	2
2011/7/16	周六008	德乙	奥厄VS亚琛	0:0	1:0	1
2011/7/16	周五004	德乙	菲尔特VS法兰克福	2:0	2:3	5
2011/7/16	周五002	德乙	FSV法兰VS柏林联合	0:1	1:1	2
2011/7/16	周五001	德乙	科特布斯VS德累斯顿	0:1	2:1	3
2011/5/25	周二006	德乙	奥斯纳VS德累斯顿	1:0	1:1	2
2011/5/21	周五004	德乙	德累斯顿VS奥斯纳	0:0	1:1	2
2011/5/15	周日020	德乙	波鸿VS杜伊斯堡	1:0	3:1	4
2011/5/15	周日019	德乙	亚琛VS比勒费	1:0	1:1	2
2011/5/15	周日018	德乙	菲尔特VS杜塞多夫	0:0	1:1	2
2011/5/15	周日017	德乙	帕德博恩VS慕1860	2:1	3:2	5
2011/5/15	周日016	德乙	卡斯鲁厄VS柏林联合	2:1	3:2	5
2011/5/15	周日015	德乙	柏林赫塔VS奥格斯堡	1:0	2:1	3
2011/5/15	周日014	德乙	FSV法兰VS奥厄	0:1	0:2	2
2011/5/15	周日013	德乙	因戈施塔VS奥斯纳	0:1	0:1	1
2011/5/15	周日012	德乙	科特布斯VS奥伯豪森	1:0	3:1	4
2011/5/8	周日021	德乙	奥斯纳VS波鸿	0:1	1:3	4
2011/5/8	周日020	德乙	慕1860VS因戈施塔	1:0	1:1	2
2011/5/8	周日019	德乙	奥伯豪森VS菲尔特	0:2	1:4	5
2011/5/8	周日018	德乙	杜伊斯堡VS帕德博恩	2:0	3:1	4
2011/5/8	周日017	德乙	杜塞多夫VS亚琛	2:1	3:1	4
2011/5/8	周日016	德乙	奥厄VS柏林赫塔	0:2	0:2	2
2011/5/8	周日015	德乙	奥格斯堡(-1)VSFSV法兰	1:1	2:1	3
2011/5/8	周日014	德乙	比勒费VS卡斯鲁厄	1:0	2:1	3
2011/5/8	周日013	德乙	柏林联合VS科特布斯	1:1	4:2	6
2011/5/3	周一007	德乙	科特布斯VS奥格斯堡	0:1	1:1	2
2011/4/30	周六014	德乙	菲尔特(-1)VS比勒费	1:0	1:0	1
2011/4/30	周六013	德乙	FSV法兰VS杜伊斯堡	0:2	0:4	4
2011/4/30	周六012	德乙	因戈施塔VS奥厄	0:0	0:0	0
2011/4/30	周五014	德乙	波鸿VS柏林联合	1:0	3:0	3
2011/4/30	周五013	德乙	亚琛VS奥伯豪森	1:0	4:0	4
2011/4/30	周五012	德乙	帕德博恩VS奥斯纳	0:0	1:0	1
2011/4/30	周五011	德乙	卡斯鲁厄VS杜塞多夫	2:0	2:2	4
2011/4/30	周五010	德乙	柏林赫塔VS慕1860	0:0	1:2	3
2011/4/26	周一037	德乙	杜伊斯堡VS柏林赫塔	0:1	0:1	1
2011/4/24	周日012	德乙	杜塞多夫(-1)VS比勒费	1:0	2:0	2
2011/4/24	周日011	德乙	奥格斯堡VS亚琛	1:2	1:2	3
2011/4/24	周日010	德乙	柏林联合VS因戈施塔	0:0	1:1	2
2011/4/23	周六013	德乙	慕1860VS菲尔特	2:0	3:0	3
2011/4/23	周六012	德乙	奥伯豪森VS卡斯鲁厄	1:1	2:1	3
2011/4/22	周四003	德乙	奥斯纳VSFSV法兰	1:1	1:1	2
2011/4/22	周四002	德乙	帕德博恩VS波鸿	0:0	0:0	0
2011/4/22	周四001	德乙	奥厄VS科特布斯	0:1	1:2	3
2011/4/19	周一004	德乙	卡斯鲁厄VS奥格斯堡	0:1	0:1	1
2011/4/17	周日004	德乙	亚琛VS奥厄	1:1	1:5	6
2011/4/17	周日003	德乙	菲尔特VS帕德博恩	0:0	2:0	2
2011/4/17	周日002	德乙	比勒费VS奥伯豪森	0:1	3:3	6
2011/4/16	周六002	德乙	柏林赫塔(-1)VS奥斯纳	2:0	4:0	4
2011/4/16	周六001	德乙	科特布斯VS杜伊斯堡	0:0	3:1	4
2011/4/16	周五003	德乙	FSV法兰VS慕1860	0:1	2:1	3
2011/4/16	周五002	德乙	杜塞多夫VS柏林联合	2:0	3:0	3
2011/4/16	周五001	德乙	因戈施塔VS波鸿	2:0	3:0	3
2011/4/12	周一004	德乙	波鸿VS柏林赫塔	0:1	0:2	2
2011/4/10	周日004	德乙	帕德博恩VS因戈施塔	0:0	1:1	2
2011/4/10	周日003	德乙	奥厄VS卡斯鲁厄	0:1	1:1	2
2011/4/10	周日002	德乙	柏林联合VSFSV法兰	0:0	2:0	2
2011/4/9	周六002	德乙	慕1860VS科特布斯	2:0	4:0	4
2011/4/9	周六001	德乙	奥伯豪森VS杜塞多夫	0:0	1:2	3
2011/4/9	周五003	德乙	奥斯纳VS比勒费	0:0	0:0	0
2011/4/9	周五002	德乙	杜伊斯堡VS亚琛	1:1	3:2	5
2011/4/9	周五001	德乙	奥格斯堡VS菲尔特	0:0	0:0	0
2011/4/5	周一005	德乙	FSV法兰VS波鸿	0:1	0:1	1
2011/4/3	周日006	德乙	亚琛VS慕1860	1:0	2:1	3
2011/4/3	周日005	德乙	奥伯豪森VS柏林联合	0:0	0:2	2
2011/4/3	周日004	德乙	柏林赫塔(-1)VS帕德博恩	2:0	2:0	2
2011/4/2	周六002	德乙	菲尔特VS杜伊斯堡	1:1	2:1	3
2011/4/2	周六001	德乙	杜塞多夫VS奥厄	2:0	3:0	3
2011/4/2	周五003	德乙	卡斯鲁厄VS奥斯纳	1:1	2:2	4
2011/4/2	周五002	德乙	科特布斯VS因戈施塔	0:2	1:2	3
2011/4/2	周五001	德乙	比勒费VS奥格斯堡	0:0	0:2	2
2011/3/22	周一003	德乙	波鸿VS科特布斯	0:0	1:0	1
2011/3/20	周日005	德乙	帕德博恩VSFSV法兰	2:1	2:2	4
2011/3/20	周日004	德乙	奥厄VS菲尔特	0:0	0:0	0
2011/3/20	周日003	德乙	柏林联合VS比勒费	1:2	2:2	4
2011/3/19	周六002	德乙	奥斯纳VS亚琛	0:0	1:3	4
2011/3/19	周六001	德乙	奥格斯堡(-1)VS奥伯豪森	1:0	2:0	2
2011/3/19	周五003	德乙	慕1860VS卡斯鲁厄	3:0	5:1	6
2011/3/19	周五002	德乙	杜伊斯堡VS杜塞多夫	0:0	1:0	1
2011/3/19	周五001	德乙	因戈施塔VS柏林赫塔	0:0	1:1	2
2011/3/15	周一001	德乙	菲尔特VS柏林赫塔	0:1	0:2	2
2011/3/13	周日015	德乙	亚琛VS波鸿	1:1	1:3	4
2011/3/13	周日014	德乙	科特布斯VS奥斯纳	0:0	2:0	2
2011/3/13	周日013	德乙	比勒费VS慕1860	0:1	0:3	3
2011/3/12	周六012	德乙	杜塞多夫VS帕德博恩	0:0	0:0	0
2011/3/12	周六011	德乙	柏林联合VS奥格斯堡	0:0	0:0	0
2011/3/12	周五003	德乙	奥伯豪森VS奥厄	0:1	1:2	3
2011/3/12	周五002	德乙	卡斯鲁厄VS杜伊斯堡	2:0	3:1	4
2011/3/12	周五001	德乙	FSV法兰VS因戈施塔	0:0	1:2	3
2011/3/8	周一002	德乙	奥格斯堡VS杜塞多夫	1:2	5:2	7
2011/3/6	周日013	德乙	杜伊斯堡(-1)VS比勒费	0:1	1:2	3
2011/3/6	周日012	德乙	因戈施塔VS亚琛	2:1	2:1	3
2011/3/6	周日011	德乙	奥厄VS柏林联合	0:0	0:0	0
2011/3/5	周六013	德乙	波鸿VS卡斯鲁厄	0:0	1:1	2
2011/3/5	周六012	德乙	帕德博恩VS科特布斯	0:4	0:5	5
2011/3/5	周五003	德乙	奥斯纳VS菲尔特	0:1	0:2	2
2011/3/5	周五002	德乙	慕1860VS奥伯豪森	0:0	1:1	2
2011/3/5	周五001	德乙	柏林赫塔(-1)VSFSV法兰	2:1	3:1	4
2011/3/1	周一001	德乙	奥格斯堡VS奥厄	0:0	2:1	3
2011/2/27	周日005	德乙	菲尔特VS波鸿	0:1	1:1	2
2011/2/27	周日004	德乙	卡斯鲁厄VS因戈施塔	0:2	1:4	5
2011/2/27	周日003	德乙	杜塞多夫VS奥斯纳	1:0	2:1	3
2011/2/26	周六004	德乙	亚琛VS柏林赫塔	0:3	0:5	5
2011/2/26	周六003	德乙	比勒费VS帕德博恩	1:0	1:1	2
2011/2/26	周五003	德乙	奥伯豪森VS杜伊斯堡	0:0	0:0	0
2011/2/26	周五002	德乙	科特布斯VSFSV法兰	0:0	2:1	3
2011/2/26	周五001	德乙	柏林联合VS慕1860	0:0	0:1	1
2011/2/22	周一001	德乙	柏林赫塔VS科特布斯	2:2	2:2	4
2011/2/20	周日007	德乙	奥斯纳VS奥伯豪森	2:1	3:1	4
2011/2/20	周日006	德乙	FSV法兰VS卡斯鲁厄	1:1	1:2	3
2011/2/20	周日005	德乙	奥厄VS比勒费	2:0	3:0	3
2011/2/19	周六003	德乙	帕德博恩VS亚琛	1:2	1:3	4
2011/2/19	周六002	德乙	杜伊斯堡VS柏林联合	0:1	0:1	1
2011/2/19	周五004	德乙	波鸿VS杜塞多夫	1:0	2:0	2
2011/2/19	周五003	德乙	慕1860VS奥格斯堡	0:1	0:2	2
2011/2/19	周五002	德乙	因戈施塔VS菲尔特	0:1	0:2	2
2011/2/15	周一003	德乙	奥厄VS慕1860	0:0	1:0	1
2011/2/13	周日008	德乙	卡斯鲁厄VS柏林赫塔	1:0	2:6	8
2011/2/13	周日007	德乙	杜塞多夫VS因戈施塔	1:0	3:1	4
2011/2/13	周日006	德乙	比勒费VS波鸿	1:1	2:2	4
2011/2/12	周六004	德乙	亚琛VSFSV法兰	1:0	2:1	3
2011/2/12	周六003	德乙	菲尔特VS科特布斯	1:0	3:1	4
2011/2/12	周五011	德乙	奥格斯堡VS杜伊斯堡	0:0	0:0	0
2011/2/12	周五003	德乙	奥伯豪森VS帕德博恩	1:0	2:0	2
2011/2/12	周五002	德乙	柏林联合VS奥斯纳	0:1	3:3	6
2011/2/2	周二001	德乙	奥厄VSFSV法兰	1:0	3:1	4
2011/2/1	周一005	德乙	奥格斯堡VS波鸿	0:0	0:1	1
2011/1/30	周日008	德乙	卡斯鲁厄VS科特布斯	1:0	1:0	1
2011/1/30	周日007	德乙	比勒费VS柏林赫塔	0:2	1:3	4
2011/1/30	周日006	德乙	柏林联合VS帕德博恩	0:1	0:2	2
2011/1/29	周六005	德乙	亚琛VS菲尔特	1:2	2:2	4
2011/1/29	周六004	德乙	慕1860VS杜伊斯堡	1:0	1:1	2
2011/1/29	周五004	德乙	奥伯豪森VS因戈施塔	0:1	1:1	2
2011/1/29	周五003	德乙	杜塞多夫VSFSV法兰	2:0	6:0	6
2011/1/29	周五002	德乙	奥厄VS奥斯纳	0:0	0:1	1
2011/1/25	周一006	德乙	波鸿VS奥厄	0:0	2:0	2
2011/1/23	周日007	德乙	菲尔特VS柏林联合	0:0	1:0	1
2011/1/23	周日006	德乙	柏林赫塔VS杜塞多夫	1:1	4:2	6
2011/1/23	周日005	德乙	FSV法兰VS奥伯豪森	1:0	4:0	4
2011/1/22	周六004	德乙	亚琛VS卡斯鲁厄	3:1	4:2	6
2011/1/22	周六003	德乙	科特布斯VS比勒费	1:0	2:1	3
2011/1/22	周五006	德乙	奥斯纳VS慕1860	0:0	0:1	1
2011/1/22	周五005	德乙	帕德博恩VS奥格斯堡	1:1	1:1	2
2011/1/22	周五004	德乙	因戈施塔VS杜伊斯堡	0:0	1:1	2
2011/1/19	周二003	德乙	奥厄VS帕德博恩	0:0	1:0	1
2011/1/18	周一006	德乙	奥伯豪森VS柏林赫塔	1:1	1:3	4
2011/1/16	周日007	德乙	杜伊斯堡VS奥斯纳	1:1	4:1	5
2011/1/16	周日006	德乙	奥格斯堡VS因戈施塔	1:0	2:0	2
2011/1/16	周日005	德乙	比勒费VSFSV法兰	0:0	1:1	2
2011/1/15	周六004	德乙	慕1860VS波鸿	0:1	1:3	4
2011/1/15	周六003	德乙	杜塞多夫VS科特布斯	1:0	3:1	4
2011/1/15	周五006	德乙	卡斯鲁厄VS菲尔特	0:0	1:1	2
2011/1/15	周五005	德乙	奥厄VS帕德博恩	取消	取消	#VALUE!
2011/1/15	周五004	德乙	柏林联合VS亚琛	1:0	2:1	3
2010/12/21	周一003	德乙	柏林联合VS卡斯鲁厄	0:1	3:1	4
2010/12/19	周日008	德乙	奥斯纳VS因戈施塔	0:1	2:1	3
2010/12/19	周日007	德乙	奥伯豪森VS科特布斯	0:2	0:4	4
2010/12/19	周日006	德乙	慕1860VS帕德博恩	0:1	0:1	1
2010/12/18	周六006	德乙	杜塞多夫VS菲尔特	0:0	1:0	1
2010/12/18	周六005	德乙	奥格斯堡VS柏林赫塔	0:1	1:1	2
2010/12/18	周五004	德乙	杜伊斯堡VS波鸿	0:0	0:1	1
2010/12/18	周五003	德乙	比勒费VS亚琛	0:1	1:3	4
2010/12/14	周一004	德乙	科特布斯VS柏林联合	0:0	0:0	0
2010/12/12	周日008	德乙	因戈施塔VS慕1860	0:0	1:1	2
2010/12/12	周日007	德乙	柏林赫塔VS奥厄	1:0	2:0	2
2010/12/12	周日006	德乙	波鸿VS奥斯纳	0:1	2:1	3
2010/12/11	周六005	德乙	帕德博恩VS杜伊斯堡	0:0	0:0	0
2010/12/11	周六004	德乙	FSV法兰VS奥格斯堡	0:0	1:2	3
2010/12/11	周五005	德乙	卡斯鲁厄VS比勒费	1:0	1:0	1
2010/12/11	周五004	德乙	菲尔特VS奥伯豪森	0:0	0:0	0
2010/12/11	周五003	德乙	亚琛VS杜塞多夫	0:0	0:0	0
2010/12/7	周一001	德乙	柏林联合VS波鸿	0:1	0:1	1
2010/12/5	周日008	德乙	杜塞多夫VS卡斯鲁厄	1:0	1:0	1
2010/12/5	周日007	德乙	奥厄VS因戈施塔	0:0	1:1	2
2010/12/5	周日006	德乙	慕1860VS柏林赫塔	1:0	1:0	1
2010/12/4	周六023	德乙	比勒费VS菲尔特	0:1	1:4	5
2010/12/4	周六022	德乙	奥格斯堡VS科特布斯	2:0	4:0	4
2010/12/4	周五004	德乙	奥斯纳VS帕德博恩	0:0	2:2	4
2010/12/4	周五003	德乙	奥伯豪森VS亚琛	0:1	1:2	3
2010/12/4	周五002	德乙	杜伊斯堡VSFSV法兰	1:2	1:3	4
2010/11/30	周一001	德乙	菲尔特VS慕1860	1:0	1:0	1
2010/11/28	周日019	德乙	卡斯鲁厄VS奥伯豪森	1:0	4:0	4
2010/11/28	周日018	德乙	因戈施塔VS柏林联合	0:0	1:0	1
2010/11/28	周日017	德乙	科特布斯VS奥厄	2:0	6:0	6
2010/11/27	周六013	德乙	柏林赫塔VS杜伊斯堡	0:0	0:2	2
2010/11/27	周六012	德乙	亚琛VS奥格斯堡	0:1	1:3	4
2010/11/27	周五004	德乙	FSV法兰VS奥斯纳	4:0	4:1	5
2010/11/27	周五003	德乙	波鸿VS帕德博恩	0:0	3:0	3
2010/11/27	周五002	德乙	比勒费VS杜塞多夫	0:2	0:2	2
2010/11/23	周一001	德乙	杜伊斯堡VS科特布斯	1:1	2:2	4
2010/11/21	周日008	德乙	奥格斯堡VS卡斯鲁厄	1:0	3:1	4
2010/11/21	周日007	德乙	奥厄VS亚琛	1:0	2:1	3
2010/11/21	周日006	德乙	慕1860VSFSV法兰	1:1	3:3	6
2010/11/20	周六024	德乙	帕德博恩VS菲尔特	0:1	0:4	4
2010/11/20	周六023	德乙	波鸿VS因戈施塔	1:2	1:4	5
2010/11/20	周五009	德乙	奥斯纳VS柏林赫塔	1:0	2:0	2
2010/11/20	周五003	德乙	柏林联合VS杜塞多夫	0:0	1:0	1
2010/11/20	周五002	德乙	奥伯豪森VS比勒费	2:0	3:0	3
2010/11/16	周一001	德乙	柏林赫塔VS波鸿	1:0	2:0	2
2010/11/14	周日025	德乙	因戈施塔VS帕德博恩	0:1	1:2	3
2010/11/14	周日024	德乙	科特布斯VS慕1860	0:0	0:0	0
2010/11/14	周日023	德乙	亚琛VS杜伊斯堡	0:0	2:2	4
2010/11/13	周六005	德乙	FSV法兰VS柏林联合	1:1	2:1	3
2010/11/13	周六004	德乙	比勒费VS奥斯纳	1:1	2:1	3
2010/11/13	周五004	德乙	卡斯鲁厄VS奥厄	0:1	1:1	2
2010/11/13	周五003	德乙	菲尔特VS奥格斯堡	1:1	1:1	2
2010/11/13	周五002	德乙	杜塞多夫VS奥伯豪森	0:0	3:0	3
2010/11/9	周一001	德乙	奥斯纳VS卡斯鲁厄	0:0	0:0	0
2010/11/7	周日021	德乙	柏林联合VS奥伯豪森	1:1	2:1	3
2010/11/7	周日020	德乙	帕德博恩VS柏林赫塔	0:0	1:0	1
2010/11/7	周日019	德乙	慕1860VS亚琛	1:1	2:1	3
2010/11/6	周六013	德乙	杜伊斯堡VS菲尔特	1:0	2:0	2
2010/11/6	周六012	德乙	奥格斯堡VS比勒费	1:0	3:0	3
2010/11/6	周五004	德乙	因戈施塔VS科特布斯	1:0	1:2	3
2010/11/6	周五003	德乙	波鸿VSFSV法兰	1:0	1:0	1
2010/11/6	周五002	德乙	奥厄VS杜塞多夫	0:0	1:0	1
2010/11/2	周一004	德乙	杜塞多夫VS杜伊斯堡	0:0	1:0	1
